facility_id,facility_name,cehrt_id,meets_criteria_for_promoting_interoperability_of_ehrs
141313,MASON DISTRICT HOSPITAL,0015C7ZEJ6BU1C3,No
141315,ILLINI COMMUNITY HOSPITAL,0015CW4VMW3NMY3,No
141316,CARLE HOOPESTON REGIONAL HEALTH CENTER,0015CDT3FT5GEH8,Y
141317,GIBSON COMMUNITY HOSPITAL,0015CFG3Q10HY2V,Y
141318,OSF HOLY FAMILY MEDICAL CENTER,0015CHL24QZ8GAF,Y
141319,HAMMOND HENRY HOSPITAL,0015CDR9VB4KSE5,Y
141320,PARIS COMMUNITY HOSPITAL,0015CT0PPT32RH0,Y
141321,FRANKLIN HOSPITAL,,No
141322,ABRAHAM LINCOLN MEMORIAL HOSPITAL,0015CFG3Q10HY2V,No
141323,MASSAC MEMORIAL HOSPITAL,0015C6KS0890YHY,Y
141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,0015CDN5L8FET1F,Y
141325,OSF SAINT LUKE MEDICAL CENTER,0015CHL24QZ8GAF,Y
141326,HAMILTON MEMORIAL HOSPITAL,0015CAT64R4633W,Y
141327,WABASH GENERAL HOSPITAL 1,,No
141328,HARDIN COUNTY GENERAL HOSPITAL & CLINIC,0015CDU43U1CS4M,Y
141329,MORRISON COMMUNITY HOSPITAL,,No
141330,HOPEDALE HOSPITAL,,No
141331,MARSHALL BROWNING HOSPITAL,0015CC6EE361UK8,Y
141332,HILLSBORO AREA HOSPITAL,0015CP587BP0W9H,Y
141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,,No
141334,ST JOSEPH MEMORIAL HOSPITAL,0015C6CMZ6GZP4N,Y
141335,MERCY HARVARD HOSPITAL,0015CMF2FYX4J3H,Y
141336,ST JOSEPH'S HOSPITAL,0015CR6SSM3WFY2,Y
141337,OSF SAINT CLARE MEDICAL CENTER,0015CHL24QZ8GAF,Y
141338,MEMORIAL HOSPITAL,0015C80E18RAW4X,Y
141339,TAYLORVILLE MEMORIAL HOSPITAL,0015CFG3Q10HY2V,Y
141340,VALLEY WEST COMMUNITY HOSPITAL,0015CWW3R9FPD02,Y
141341,PANA COMMUNITY HOSPITAL,0015C4DPR23A8VK,Y
141342,ANNA HOSPITAL CORPORATION D/B/A UNION COUNTY HOSPITAL,0015C8CHE73ABS5,Y
141343,CRAWFORD MEMORIAL HOSPITAL,0015C80E18RAW4X,Y
141344,LAWRENCE COUNTY MEMORIAL HOSPITAL,0015CFG3Q10HY2V,Y
141345,SALEM TOWNSHIP HOSPITAL,0015CT0PPT32RH0,Y
141346,FAYETTE COUNTY HOSPITAL,0015CW40F8CZL04,Y
141347,CARLINVILLE AREA HOSPITAL,0015C7ZEJ6BU1C3,Y
141348,RED BUD REGIONAL HOSPITAL,0015C8CHE73ABS5,Y
141349,SPARTA COMMUNITY HOSPITAL,0015CFG3Q10HY2V,Y
141350,ST FRANCIS HOSPITAL,0015CR6SSM3WFY2,Y
141351,CLAY COUNTY HOSPITAL,0015CAT64R4633W,Y
141352,JACKSONVILLE MEMORIAL HOSPITAL,0015CUW9JS131YW,No
141353,IROQUOIS MEMORIAL HOSPITAL,0015CT0PPT32RH0,Y
141354,HSHS GOOD SHEPHERD HOSPITAL INC,,No
141355,CARLE RICHLAND MEMORIAL HOSPITAL,,No
143300,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,,No
143301,LARABIDA CHILDRENS HOSPITAL I,,No
143302,SHRINERS HOSPITAL FOR CHILDREN,,No
150001,JOHNSON MEMORIAL HOSPITAL,0015C80E18RAW4X,Y
150002,METHODIST HOSPITALS INC,0015C4J0ZKW5KKJ,Y
150005,HENDRICKS REGIONAL HEALTH,0015CW3NXQ9AG42,Y
150006,NORTHWEST HEALTH-LA PORTE,0015CPE9ARQ008M,Y
150007,COMMUNITY HOWARD REGIONAL HEALTH INC.,0015C7EZC6GDD8N,Y
150008,ST CATHERINE HOSPITAL INC,0015CWW3R9FPD02,Y
150009,CLARK MEMORIAL HOSPITAL,0015CW4VMW3NMY3,Y
150010,ASCENSION ST VINCENT KOKOMO,,No
150011,MARION GENERAL HOSPITAL,0015CTX0LKP2S19,Y
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,0015C8XCN16R6V5,Y
150015,FRANCISCAN HEALTH MICHIGAN CITY,0015CZ2M9JVP8MZ,Y
150017,LUTHERAN HOSPITAL OF INDIANA,0015CPE9ARQ008M,Y
150018,ELKHART GENERAL HOSPITAL,0015C00QLH7CJ3B,Y
150021,PARKVIEW REGIONAL MEDICAL CENTER,0015CHJ1TV4P98F,Y
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,0015CZ2M9JVP8MZ,Y
150023,UNION HOSPITAL INC,0015C5LFV335W0K,Y
150024,ESKENAZI HEALTH,0015CN5M32145BW,Y
150026,GOSHEN HOSPITAL,0015CV8NUW4XBM6,Y
150030,HENRY COUNTY MEMORIAL HOSPITAL,0015C4DPR23A8VK,Y
150034,ST MARY MEDICAL CENTER INC,0015CWW3R9FPD02,Y
150035,NORTHWEST HEALTH - PORTER,0015CPE9ARQ008M,Y
150037,HANCOCK REGIONAL HOSPITAL,0015CA60F8T919P,Y
150042,GOOD SAMARITAN HOSPITAL,0015C9B816ZJB4U,Y
150044,BAPTIST HEALTH FLOYD,0015C124KR0SNP1,Y
150045,PARKVIEW DEKALB HOSPITAL,0015CTN5HP9EWS1,Y
150046,TERRE HAUTE REGIONAL HOSPITAL,0015C622YQ4JDC3,Y
150047,"ST JOSEPH HEALTH SYSTEM, LLC",0015CPE9ARQ008M,Y
150048,REID HEALTH,0015CRT7Y4XJX42,Y
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,0015CAG8ZJ9B4JV,Y
150056,INDIANA UNIVERSITY HEALTH,0015CAG8ZJ9B4JV,Y
150057,FRANCISCAN HEALTH MOORESVILLE,0015CZ2M9JVP8MZ,Y
150058,MEMORIAL HOSPITAL OF SOUTH BEND,0015C00QLH7CJ3B,Y
150059,RIVERVIEW HEALTH,0015C8Xcn16r6v5,Y
150061,DAVIESS COMMUNITY HOSPITAL,0015CQZ3GL3N8TR,Y
150065,SCHNECK MEDICAL CENTER,0015CRH8AV53DLR,Y
150069,NORTON-KING'S DAUGHTERS' HEALTH,0015C99YPV6XD9P,Y
150072,MEMORIAL HOSPITAL,0015C80E18RAW4X,Y
150074,COMMUNITY HOSPITAL EAST,0015C7EZC6GDD8N,Y
150075,BLUFFTON REGIONAL MEDICAL CENTER,0015CPE9ARQ008M,Y
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,0015C8XCN16R6V5,Y
150082,DEACONESS HOSPITAL INC,0015C9XTF3Q6PKS,Y
150084,ASCENSION ST VINCENT HOSPITAL,,No
150086,ST ELIZABETH DEARBORN HOSPITAL,0015CW3NXQ9AG42,Y
150088,ASCENSION ST VINCENT ANDERSON,,No
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,0015CAG8ZJ9B4JV,Y
150090,FRANCISCAN HEALTH DYER,0015CZ2M9JVP8MZ,Y
150091,PARKVIEW HUNTINGTON HOSPITAL,0015CTN5HP9EWS1,Y
150097,MAJOR HOSPITAL,0015CET7A1EMV0N,Y
150100,ASCENSION ST VINCENT EVANSVILLE,,No
150101,PARKVIEW WHITLEY HOSPITAL,0015CTN5HP9EWS1,Y
150102,NORTHWEST HEALTH - STARKE,0015CPE9ARQ008M,Y
150104,WITHAM HEALTH SERVICES,0015CN6YYS338U1,Y
150109,FRANCISCAN HEALTH LAFAYETTE,0015CZ2M9JVP8MZ,Y
150112,COLUMBUS REGIONAL HOSPITAL,0015CUE5T17SNJ9,Y
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,0015C7EZC6GDD8N,Y
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,0015C257B7545Y1,Y
150125,COMMUNITY HOSPITAL,0015CWW3R9FPD02,Y
150126,FRANCISCAN HEALTH CROWN POINT,0015CZ2M9JVP8MZ,Y
150128,"COMMUNITY HOSPITAL SOUTH, INC.",0015C7EZC6GDD8N,Y
150133,KOSCIUSKO COMMUNITY HOSPITAL,0015CPE9ARQ008M,Y
150146,PARKVIEW NOBLE HOSPITAL,0015CTN5HP9EWS1,Y
150149,WOMEN'S HOSPITAL THE,0015C9XTF3Q6PKS,Y
150150,DUPONT HOSPITAL LLC,0015CPE9ARQ008M,Y
150153,ST VINCENT HEART CENTER,,No
150157,ASCENSION ST VINCENT CARMEL,,No
150158,IU HEALTH WEST HOSPITAL,0015CAG8ZJ9B4JV,Y
150160,ORTHOINDY HOSPITAL,0015CWN3H80VLX6,No
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,0015CAG8ZJ9B4JV,Y
150162,FRANCISCAN HEALTH INDIANAPOLIS,0015CZ2M9JVP8MZ,Y
150165,FRANCISCAN HEALTH MUNSTER,0015CZ2M9JVP8MZ,Y
150166,PINNACLE HOSPITAL,,No
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH,0015CTN5HP9EWS1,Y
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,0015CPE9ARQ008M,Y
150169,COMMUNITY HOSPITAL NORTH,0015C7EZC6GDD8N,Y
150172,PHYSICIANS' MEDICAL CENTER LLC,0015C7FC7WDP9FV,Y
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,0015CAG8ZJ9B4JV,Y
150177,UNITY PHYSICIANS HOSPITAL,0015CK3MKQ1BP7X,Y
150179,FAIRBANKS,,No
150181,ASCENSION ST VINCENT FISHERS,,No
150183,MONROE HOSPITAL,0015CJ0446KEG39,Y
150193,FRANCISCAN HEALTH ORTHOPEDIC HOSPITAL CARMEL,,No
150195,UCHICAGO MEDICINE NORTHWEST INDIANA,,No
151300,COMMUNITY HOSPITAL OF BREMEN INC,,No
151301,ASCENSION ST VINCENT RANDOLPH,,No
151303,ASCENSION ST VINCENT JENNINGS,,No
151304,RUSH MEMORIAL HOSPITAL,0015C8Q0XU61QD8,Y
151305,PULASKI MEMORIAL HOSPITAL,0015CFG3Q10HY2V,Y
151306,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,0015CAG8ZJ9B4JV,Y
151307,ASCENSION ST VINCENT WILLIAMSPORT,,No
151308,ASCENSION ST VINCENT MERCY,,No
151309,ASCENSION ST VINCENT CLAY,,No
151310,"PARKVIEW WABASH HOSPITAL, INC",0015CHJ1TV4P98F,Y
151311,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,0015CAG8ZJ9B4JV,Y
151312,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,0015CAG8ZJ9B4JV,Y
151313,WOODLAWN HOSPITAL,,No
151314,ASCENSION ST VINCENT SALEM,,No
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,0015C829YHL2Y49,Y
151316,INDIANA UNIVERSITY HEALTH FRANKFORT INC,0015CAG8ZJ9B4JV,Y
151317,GREENE COUNTY GENERAL HOSPITAL,0015CFG3Q10HY2V,Y
151318,DUKES MEMORIAL HOSPITAL,0015CPE9ARQ008M,Y
151319,GIBSON GENERAL HOSPITAL,0015C9XTF3Q6PKS,Y
151320,"INDIANA UNIVERSITY HEALTH JAY, INC.",0015CAG8ZJ9B4JV,Y
151322,PERRY COUNTY MEMORIAL HOSPITAL,0015C8CHE73ABS5,No
151323,PARKVIEW LAGRANGE HOSPITAL,0015CHJ1TV4P98F,Y
151324,"FRANCISCAN HEALTH RENSSELAER, INC",0015CZ2M9JVP8MZ,Y
151325,ASCENSION ST VINCENT WARRICK,,No
151326,UNION HOSPITAL CLINTON,0015C5LFV335W0K,Y
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,0015C742AN7Y34G,No
151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,0015CAG8ZJ9B4JV,Y
151329,MARGARET MARY COMMUNITY HOSPITAL INC,0015C9K57EDH1PC,Y
151330,ADAMS MEMORIAL HOSPITAL,0015CTN5HP9EWS1,Y
151331,HARRISON COUNTY HOSPITAL,0015CAM1MLV2KZK,Y
151332,DECATUR COUNTY MEMORIAL HOSPITAL,0015CGL1PGU30AP,Y
151333,PUTNAM COUNTY HOSPITAL,0015CHF931WFD20,Y
151334,SCOTT MEMORIAL HEALTH,0015C0B8Z57B259,Y
160001,UNITYPOINT HEALTH - MARSHALLTOWN,0015CWW3R9FPD02,Y
160013,TRINITY MUSCATINE,0015CWW3R9FPD02,Y
160016,TRINITY REGIONAL MEDICAL CENTER,0015CWW3R9FPD02,Y
160028,CHI HEALTH MERCY COUNCIL BLUFFS,0015C3DSF0V5SL5,Y
160029,UNIVERSITY OF IOWA HEALTH CARE MEDICAL CENTER DOWN,,No
160030,MARY GREELEY MEDICAL CENTER,0015CUE5T17SNJ9,Y
160032,MERCYONE NEWTON MEDICAL CENTER,0015C0E2M66BGP4,Y
160033,GENESIS MEDICAL CENTER-DAVENPORT,0015CFR5DB8JFH2,Y
160040,"SARTORI MEMORIAL HOSPITAL, INC",0015CER8A8SVB46,Y
160045,ST LUKES HOSPITAL,0015CWW3R9FPD02,Y
160047,METHODIST JENNIE EDMUNDSON,0015C5LFV335W0K,Y
160057,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,0015CM1W4BLU9MH,Y
160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,0015CHL24QZ8GAF,Y
160064,MERCYONE NORTH IOWA MEDICAL CENTER,0015CER8A8SVB46,Y
160067,MERCYONE WATERLOO MEDICAL CENTER,0015CER8A8SVB46,Y
160069,MERCYONE DUBUQUE MEDICAL CENTER,0015CER8A8SVB46,Y
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,0015CJ82B4ADR4G,Y
160080,MERCYONE CLINTON MEDICAL CENTER,0015CER8A8SVB46,Y
160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,0015CWW3R9FPD02,Y
160083,MERCYONE DES MOINES MEDICAL CENTER,0015CVN5R6EV70W,Y
160089,OTTUMWA REGIONAL HEALTH CENTER,0015CCR03DTY4XS,Y
160101,BROADLAWNS MEDICAL CENTER,0015C8WUD3TNR93,Y
160104,TRINITY - BETTENDORF,0015CWW3R9FPD02,Y
160110,ALLEN HOSPITAL,0015CWW3R9FPD02,Y
160112,SPENCER MUNICIPAL HOSPITAL,0015CJ1HAB8N8YU,Y
160117,FINLEY HOSPITAL,0015CWW3R9FPD02,Y
160124,LAKES REGIONAL HEALTHCARE,0015CJ1HAB8N8YU,Y
160146,ST LUKES REGIONAL MEDICAL CENTER,0015CWW3R9FPD02,Y
160147,GRINNELL REGIONAL MEDICAL CENTER,0015CWW3R9FPD02,Y
160153,MERCYONE SIOUXLAND MEDICAL CENTER,0015CER8A8SVB46,Y
161300,MERCYONE PRIMGHAR MEDICAL CENTER,0015CER8A8SVB46,Y
161301,IOWA SPECIALTY HOSPITAL - BELMOND,0015CW3NXQ9AG42,Y
161302,IOWA SPECIALTY HOSPITAL - CLARION,0015CW3NXQ9AG42,Y
161303,GRUNDY COUNTY MEMORIAL HOSPITAL,0015CWW3R9FPD02,Y
161304,CHI HEALTH - MERCY CORNING,0015C3DSF0V5SL5,Y
161305,POCAHONTAS COMMUNITY HOSPITAL,0015CWW3R9FPD02,Y
161306,JONES REGIONAL MEDICAL CENTER,0015CWW3R9FPD02,Y
161307,HANCOCK COUNTY HEALTH SYSTEM,0015CRP0UFS2TBD,Y
161308,FRANKLIN GENERAL HOSPITAL,0015CAL91DG94UT,Y
161309,CHI HEALTH MISSOURI VALLEY,0015C3DSF0V5SL5,Y
161310,ADAIR COUNTY MEMORIAL HOSPITAL,0015C8F678VQR49,Y
161311,HAWARDEN REGIONAL HEALTHCARE,0015CW40F8CZL04,Y
161312,GUTTENBERG MUNICIPAL HOSPITAL,0015CWW3R9FPD02,Y
161313,GENESIS MEDICAL CENTER-DEWITT,0015CFR5DB8JFH2,Y
161314,GUTHRIE COUNTY HOSPITAL,0015CWW3R9FPD02,Y
161315,KEOKUK COUNTY HEALTH CENTER,0015CFG3Q10HY2V,Y
161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,0015CUU3SZK16E8,Y
161317,COMPASS MEMORIAL HEALTHCARE,0015CWW3R9FPD02,No
161318,VETERANS MEMORIAL HOSPITAL,0015CFG3Q10HY2V,Y
161319,MERCYONE ELKADER MEDICAL CENTER,0015C15G8VB5J0G,Y
161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,0015CWW3R9FPD02,No
161321,AVERA MERRILL PIONEER HOSPITAL,0015CJ1HAB8N8YU,Y
161322,DALLAS COUNTY HOSPITAL,0015CFG3Q10HY2V,No
161323,MITCHELL COUNTY REGIONAL HEALTH,0015CER8A8SVB46,Y
161324,GEORGE C GRAPE COMMUNITY HOSPITAL,0015CFG3Q10HY2V,No
161325,GREENE COUNTY MEDICAL CENTER,0015CWW3R9FPD02,Y
161326,MADISON COUNTY HEALTH CARE SYSTEM,0015C80E18RAW4X,Y
161327,DAVIS COUNTY HOSPITAL,0015C653E6J0GQN,Y
161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,0015CJ1HAB8N8YU,Y
161329,JACKSON COUNTY REGIONAL HEALTH CENTER,0015CFR5DB8JFH2,Y
161330,AUDUBON COUNTY MEMORIAL HOSPITAL,0015C7VKL01SBC8,Y
161331,MERCY MEDICAL CENTER-NEW HAMPTON,0015CRP0UFS2TBD,Y
161332,MANNING REGIONAL HEALTHCARE CENTER,0015CR1DX2N3YM7,Y
161333,STORY COUNTY HOSPITAL,0015CWW3R9FPD02,Y
161334,HUMBOLDT COUNTY MEMORIAL HOSPITAL,0015CWW3R9FPD02,No
161335,BUCHANAN COUNTY HEALTH CENTER,0015CWW3R9FPD02,Y
161336,HEGG MEMORIAL HEALTH CENTER,0015CJ1HAB8N8YU,Y
161337,VAN BUREN COUNTY HOSPITAL,0015CFL1L1LRM1Q,Y
161338,MERCYONE OELWEIN MEDICAL CENTER,0015CER8A8SVB46,Y
161339,WAVERLY HEALTH CENTER,0015CK3MKQ1BP7X,Y
161340,DECATUR COUNTY HOSPITAL,0015CPA55XXH28S,Y
161341,LUCAS COUNTY HEALTH CENTER,0015CWW3R9FPD02,Y
161342,MONROE COUNTY HOSPITAL,0015C5ZM90UQM95,Y
161343,REGIONAL MEDICAL CENTER,0015CP3J87RNG83,Y
161344,WASHINGTON COUNTY HOSPITAL AND CLINICS,,No
161345,OSCEOLA COMMUNITY HOSPITAL,0015CJ1HAB8N8YU,Y
161346,SIOUX CENTER HEALTH,0015CJ1HAB8N8YU,Y
161347,FLOYD COUNTY MEDICAL CENTER,0015CBK2DUH0MBG,Y
161348,CLARKE COUNTY HOSPITAL,0015CWW3R9FPD02,Y
161349,VIRGINIA GAY HOSPITAL,0015CWW3R9FPD02,Y
161350,STEWART MEMORIAL COMMUNITY HOSPITAL,0015CWW3R9FPD02,Y
161351,AVERA HOLY FAMILY HOSPITAL,0015CJ1HAB8N8YU,Y
161352,CLARINDA REGIONAL HEALTH CENTER,,No
161353,KOSSUTH REGIONAL HEALTH CENTER,0015C5VEH06RM9R,Y
161354,HORN MEMORIAL HOSPITAL,0015CUX0GCH5RTX,Y
161355,KNOXVILLE HOSPITAL & CLINICS,0015C3K3YJ2CSK4,Y
161356,HENRY COUNTY HEALTH CENTER,0015CFG3Q10HY2V,Y
161357,PALO ALTO COUNTY HOSPITAL,0015C5VEH06RM9R,Y
161358,WAYNE COUNTY HOSPITAL,0015CW40F8CZL04,Y
161359,BURGESS HEALTH CENTER,0015CFG3Q10HY2V,No
161360,ORANGE CITY AREA HEALTH SYSTEM,0015CHL24QZ8GAF,Y
161361,VAN DIEST MEDICAL CENTER,0015CAM1MLV2KZK,Y
161362,CHEROKEE REGIONAL MEDICAL CENTER,0015CWW3R9FPD02,Y
161363,MONTGOMERY COUNTY MEMORIAL HOSPITAL,0015C2TH0YGB70E,Y
161364,JEFFERSON COUNTY HEALTH CENTER,0015CFL1L1LRM1Q,Y
161365,GREATER REGIONAL MEDICAL CENTER,0015CWW3R9FPD02,Y
161366,SHENANDOAH MEDICAL CENTER,0015CH0VBX7BHX0,Y
161367,PELLA REGIONAL HEALTH CENTER,0015C3U0HXD0N61,Y
161368,FLOYD VALLEY HEALTHCARE,0015CJ1HAB8N8YU,Y
161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,0015CP587BP0W9H,No
161370,LORING HOSPITAL,0015CWW3R9FPD02,Y
161371,WINNMED,0015CFL1L1LRM1Q,Y
161372,BOONE COUNTY HOSPITAL,0015C40SC8TJS9J,Y
161373,RINGGOLD COUNTY HOSPITAL,0015CLA52JC2R3K,Y
161374,MYRTUE MEDICAL CENTER,0015CFL1L1LRM1Q,Y
161375,BUENA VISTA REGIONAL MEDICAL CENTER,0015CWW3R9FPD02,Y
161376,CASS COUNTY MEMORIAL HOSPITAL,0015CM0JL7L7GJ5,Y
161377,MERCYONE CENTERVILLE MEDICAL CENTER,0015CVN5R6EV70W,Y
161378,MERCYONE DYERSVILLE MEDICAL CENTER,0015CER8A8SVB46,Y
161379,MAHASKA  HEALTH PARTNERSHIP,0015CWW3R9FPD02,Y
161380,HANSEN FAMILY HOSPITAL,0015CRP0UFS2TBD,Y
161381,SANFORD SHELDON MEDICAL CENTER,0015CHL24QZ8GAF,Y
161382,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,,No
170006,VIA CHRISTI HOSPITAL PITTSBURG INC,0015C792QBB9F37,Y
170009,SAINT JOHN HOSPITAL,0015C4H2WUK0S3A,Y
170012,SALINA REGIONAL HEALTH CENTER,0015CFK6U1HAM4K,Y
170013,HAYS MEDICAL CENTER,0015CD97UMS9BMX,Y
170014,ADVENTHEALTH OTTAWA,0015CEL8EWK7PAH,Y
170016,UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS,0015C4J0ZKW5KKJ,Y
170017,SUSAN B ALLEN MEMORIAL HOSPITAL,,No
170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,0015C1WUR663GH2,Y
170023,CENTURA ST. CATHERINE HOSPITAL-GARDEN CITY,0015CHL24QZ8GAF,Y
170027,PRATT REGIONAL MEDICAL CENTER,0015CFG3Q10HY2V,Y
170040,UNIVERSITY OF KANSAS HOSPITAL,0015CJ7D6589YLS,Y
170049,OLATHE MEDICAL CENTER,0015CUW9JS131YW,Y
170068,SOUTHWEST MEDICAL CENTER,0015CE4ZXJ0FKT5,Y
170074,"STORMONT VAIL HEALTH FLINT HILLS, LLC",0015CYT94LS81XV,Y
170086,STORMONT VAIL HOSPITAL,0015CYT94LS81XV,Y
170103,NMC HEALTH,0015CNV0P23UAK0,Y
170104,ADVENTHEALTH SHAWNEE MISSION,0015CEL8EWK7PAH,Y
170105,MCPHERSON HOSPITAL,0015CFG3Q10HY2V,Y
170109,MIAMI COUNTY MEDICAL CENTER,0015CUW9JS131YW,Y
170110,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,0015CHL24QZ8GAF,Y
170120,LABETTE HEALTH,0015CFG3Q10HY2V,Y
170122,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",0015CD469UUX3Z7,Y
170123,WESLEY MEDICAL CENTER,0015C622YQ4JDC3,Y
170137,LMH,0015C4TYJ0K26EH,Y
170142,"ASCENSION VIA CHRISTI HOSPITAL MANHATTAN, INC",0015C3TSX16DNY7,Y
170146,PROVIDENCE MEDICAL CENTER,0015C4H2WUK0S3A,Y
170175,CENTURA ST. CATHERINE-DODGE CITY,0015CHL24QZ8GAF,Y
170176,OVERLAND PARK REG MED CTR,0015C622YQ4JDC3,Y
170182,MENORAH MEDICAL CENTER,0015C622YQ4JDC3,Y
170183,KANSAS SURGERY & RECOVERY CENTER,0015CFG3Q10HY2V,Y
170185,SAINT LUKE'S SOUTH HOSPITAL,0015C5KH60XEZ5W,Y
170186,KANSAS HEART HOSPITAL,0015CK3MKQ1BP7X,Y
170187,SALINA SURGICAL HOSPITAL,0015CKQ3AUJ4ZVW,Y
170188,KANSAS CITY ORTHOPAEDIC INSTITUTE,0015CFG3Q10HY2V,Y
170190,MANHATTAN SURGICAL HOSPITAL LLC,0015C9VLC7R101S,Y
170191,UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,0015CJ7D6589YLS,Y
170194,DOCTORS HOSPITAL LLC,0015CW40F8CZL04,Y
170196,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",0015CW40F8CZL04,Y
170197,KANSAS MEDICAL CENTER LLC,0015C3K3YJ2CSK4,Y
170198,"SUMMIT SURGICAL, LLC",0015CFG3Q10HY2V,Y
170199,MINIMALLY INVASIVE SURGERY HOSPITAL,,No
170200,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",0015CD469UUX3Z7,Y
170203,MERCY SPECIALTY HOSPITAL SOUTHEAST KANSAS,0015C4J0ZKW5KKJ,Y
170204,"ROCK REGIONAL HOSPITAL, LLC",0015C8U49CT2BRT,Y
171300,GRISELL MEMORIAL HOSPITAL,0015CLT8S0A3MT6,Y
171301,ELLINWOOD DISTRICT HOSPITAL,0015CLT8S0A3MT6,Y
171303,LANE COUNTY HOSPITAL,0015CLT8S0A3MT6,Y
171304,ASHLAND HEALTH CENTER,0015C653E6J0GQN,Y
171306,WICHITA COUNTY HEALTH CENTER,0015CLT8S0A3MT6,Y
171307,RAWLINS COUNTY HEALTH CENTER,,No
171308,MERCY HOSPITAL COLUMBUS,0015C4J0ZKW5KKJ,Y
171309,JEWELL COUNTY HOSPITAL,0015CLT850A3MT6,Y
171310,CHEYENNE COUNTY HOSPITAL,0015CLT8S0A3MT6,Y
171311,ROOKS COUNTY HEALTH CENTER,,No
171312,COMANCHE COUNTY HOSPITAL,0015CFG3Q10HY2V,Y
171313,KEARNY COUNTY HOSPITAL,0015CLT8S0A3MT6,Y
171314,F W HUSTON MEDICAL CENTER,,No
171315,NEMAHA VALLEY COMMUNITY HOSPITAL,0015C80E18RAW4X,Y
171316,ANDERSON COUNTY HOSPITAL,0015C5KH60XEZ5W,Y
171317,EDWARDS COUNTY MEDICAL CENTER,0015CFG3Q10HY2V,No
171318,SEDAN CITY HOSPITAL,0015CWG0YQG9WFG,No
171319,HOLTON COMMUNITY HOSPITAL,0015CT0PPT32RH0,Y
171321,MEADE DISTRICT HOSPITAL,,No
171322,HAMILTON COUNTY HOSPITAL,,No
171323,STAFFORD COUNTY HOSPITAL,0015CLT8SOA3MT6,Y
171324,"SATANTA DISTRICT HOSPITAL, CLINICS, & LTCU",0015CLT8S0A3MT6,Y
171325,GRAHAM COUNTY HOSPITAL,0015CW5F87HC9M8,Y
171326,LOGAN COUNTY HOSPITAL,,No
171327,ELLSWORTH COUNTY MEDICAL CENTER,0015CLT8S0A3MT6,Y
171328,OTTAWA COUNTY HEALTH CENTER,0015CLT8S0A3MT6,Y
171329,CALDWELL REGIONAL MEDICAL CENTER,,No
171330,HOSPITAL DISTRICT #1 OF RICE COUNTY,0015C50DYG13GHS,Y
171331,KIOWA DISTRICT HOSPITAL,0015CLT8S0A3MT6,Y
171332,KIOWA COUNTY MEMORIAL HOSPITAL,0015CLT8S0A3MT6,Y
171333,CLARA BARTON HOSPITAL,0015C80E18RAW4X,Y
171334,MEDICINE LODGE MEMORIAL HOSPITAL,0015CLT8S0A3MT6,Y
171335,STEVENS COUNTY HOSPITAL,,No
171336,NESS COUNTY HOSPITAL DISTRICT #2,0015CXZ21PBQ54A,No
171337,WAMEGO HEALTH CENTER,0015C3TSX16DNY7,Y
171338,GREAT PLAINS OF SABETHA,0015CLT8S0A3MT6,Y
