<<<<<<< HEAD
facility_id,facility_name,address,state,zip_code,hospital_ownership,hospital_overall_rating,count_of_mort_measures_better,count_of_safety_measures_better,count_of_readm_measures_better
351314,JACOBSON MEMORIAL HOSPITAL CARE CENTER,601 EAST ST N,ND,58533,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351315,CHI OAKES HOSPITAL,1200 N 7TH ST,ND,58474,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351316,PRESENTATION MEDICAL CENTER,213 SECOND AVE NE,ND,58367,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351318,CARRINGTON HEALTH CENTER,PO BOX 461,ND,58421,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351319,PEMBINA COUNTY MEMORIAL HOSPITAL,BOX 380,ND,58220,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351320,UNITY MEDICAL CENTER,164 W 13TH STREET,ND,58237,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351321,SOUTH CENTRAL HEALTH,1007 4TH AVE S,ND,58495,Government - Local,0.0,0.0,0.0,0.0
351322,ASHLEY MEDICAL CENTER,612 CENTER AVENUE N,ND,58413,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351323,CAVALIER COUNTY MEMORIAL HOSPITAL ASSOCIATION,909 2ND ST,ND,58249,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351324,CHI MERCY HEALTH,570 CHAUTAUQUA BLVD,ND,58072,Voluntary non-profit - Church,0.0,0.0,0.0,0.0
351325,ST LUKE'S HOSPITAL,702 1ST ST SW,ND,58730,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351326,FIRST CARE HEALTH CENTER,115 VIVIAN ST,ND,58270,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351327,SMP HEALTH ST ALOISIUS,325 E BREWSTER ST,ND,58341,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351328,LINTON HOSPITAL - CAH,111 ELM AVE W,ND,58552,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351329,SANFORD HILLSBORO,12 THIRD STREET SE,ND,58045,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351330,WEST RIVER REGIONAL MEDICAL CENTER,1000 HIGHWAY 12,ND,58639,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351331,TOWNER COUNTY MEDICAL CENTER,7448 HWY 281 N,ND,58324,Voluntary non-profit - Private,0.0,0.0,0.0,1.0
351332,HEART OF AMERICA MEDICAL CENTER,800 S MAIN AVE,ND,58368,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
351333,CHI ST ALEXIUS HEALTH DEVILS LAKE,1031 7TH ST NE,ND,58301,Voluntary non-profit - Private,0.0,0.0,0.0,1.0
351334,CHI ST ALEXIUS HEALTH WILLISTON,1301 15TH AVE W,ND,58801,Voluntary non-profit - Church,0.0,0.0,0.0,1.0
351335,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,ND,58401,Voluntary non-profit - Private,2.0,0.0,0.0,0.0
351336,CHI ST ALEXIUS HEALTH DICKINSON,2500 FAIRWAY STREET,ND,58601,Voluntary non-profit - Church,0.0,0.0,0.0,0.0
351364,STANDING ROCK SERVICE UNIT,10 NORTH RIVER ROAD,ND,58538,Government - Federal,0.0,0.0,0.0,0.0
354003,NORTH DAKOTA STATE HOSPITAL,2605 CIRCLE DRIVE,ND,58401,Government - State,0.0,0.0,0.0,0.0
354004,PRAIRIE ST JOHN'S,510 4TH STREET SOUTH,ND,58103,Proprietary,0.0,0.0,0.0,0.0
360001,MERCY HEALTH-ANDERSON HOSPITAL,7500 STATE ROAD,OH,45255,Voluntary non-profit - Private,3.0,0.0,1.0,0.0
360002,UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,1025 CENTER ST,OH,44805,Voluntary non-profit - Other,4.0,0.0,0.0,0.0
360003,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",3188 BELLEVUE AVENUE,OH,45219,Voluntary non-profit - Private,3.0,1.0,2.0,0.0
360006,RIVERSIDE METHODIST HOSPITAL,3535 OLENTANGY RIVER RD,OH,43214,Voluntary non-profit - Private,5.0,1.0,5.0,4.0
360008,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET,OH,45662,Voluntary non-profit - Other,4.0,0.0,1.0,0.0
360009,LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVENUE,OH,45804,Voluntary non-profit - Other,3.0,0.0,0.0,0.0
360010,UNION HOSPITAL,659 BOULEVARD,OH,44622,Voluntary non-profit - Other,3.0,0.0,0.0,0.0
360011,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,OH,43302,Voluntary non-profit - Private,4.0,0.0,1.0,0.0
360012,MOUNT CARMEL ST ANN'S,500 SOUTH CLEVELAND AVENUE,OH,43081,Voluntary non-profit - Private,4.0,0.0,1.0,1.0
360013,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,OH,45365,Voluntary non-profit - Private,2.0,0.0,0.0,1.0
360014,OHIOHEALTH O'BLENESS HOSPITAL,55 HOSPITAL DRIVE,OH,45701,Voluntary non-profit - Other,5.0,0.0,0.0,1.0
360016,THE JEWISH HOSPITAL-MERCY HEALTH,947 S. WHEELING ST.,OH,43616,Voluntary non-profit - Private,4.0,1.0,1.0,0.0
360017,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,OH,43215,Voluntary non-profit - Church,3.0,0.0,1.0,0.0
36001F,LOUIS STOKES CLEVELAND VA MEDICAL CENTER,10701 EAST BLVD,OH,44106,Veterans Health Administration,5.0,1.0,1.0,1.0
360020,SUMMA HEALTH SYSTEM,525 EAST MARKET STREET,OH,44309,Voluntary non-profit - Private,2.0,0.0,2.0,0.0
360025,FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,OH,44870,Voluntary non-profit - Private,4.0,0.0,0.0,2.0
360026,KETTERING HEALTH GREENE MEMORIAL,1141 NORTH MONROE DRIVE,OH,45385,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
360027,AKRON GENERAL MEDICAL CENTER,1 AKRON GENERAL AVENUE,OH,44307,Voluntary non-profit - Private,4.0,1.0,4.0,1.0
360029,WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,OH,43402,Voluntary non-profit - Private,4.0,0.0,0.0,0.0
360032,GRAND LAKE HEALTH SYSTEM,200 SAINT CLAIR STREET,OH,45885,Voluntary non-profit - Private,4.0,0.0,0.0,0.0
360035,MOUNT CARMEL EAST & WEST,6001 EAST BROAD STREET,OH,43213,Voluntary non-profit - Private,2.0,0.0,1.0,0.0
360036,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,OH,44691,Government - Local,5.0,0.0,0.0,3.0
360039,GENESIS HOSPITAL,2951 MAPLE AVENUE,OH,43701,Voluntary non-profit - Private,5.0,0.0,2.0,1.0
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,OH,45220,Veterans Health Administration,4.0,2.0,0.0,1.0
360040,KNOX COMMUNITY HOSPITAL,1330 COSHOCTON ROAD,OH,43050,Voluntary non-profit - Other,3.0,0.0,0.0,2.0
360041,PARMA COMMUNITY GENERAL HOSPITAL,7007 POWERS BOULEVARD,OH,44129,Voluntary non-profit - Private,5.0,0.0,2.0,0.0
360046,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,110 NORTH POPLAR STREET,OH,45056,Voluntary non-profit - Private,4.0,0.0,0.0,0.0
360048,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,OH,43614,Government - State,3.0,0.0,2.0,0.0
360051,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,OH,45409,Voluntary non-profit - Private,3.0,1.0,4.0,0.0
360054,HOLZER MEDICAL CENTER,100 JACKSON PIKE,OH,45631,Voluntary non-profit - Private,4.0,0.0,0.0,0.0
360055,TRUMBULL REGIONAL MEDICAL CENTER,1350 EAST MARKET STREET,OH,44482,Proprietary,2.0,0.0,1.0,0.0
360056,MERCY HEALTH - FAIRFIELD HOSPITAL,3000 MACK ROAD,OH,45014,Voluntary non-profit - Private,3.0,0.0,1.0,0.0
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,OH,45828,Government - Hospital District or Authority,4.0,0.0,0.0,1.0
360059,METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,OH,44109,Voluntary non-profit - Other,3.0,0.0,2.0,0.0
360064,ST ELIZABETH YOUNGSTOWN HOSPITAL,1044 BELMONT AVENUE,OH,44501,Voluntary non-profit - Church,2.0,0.0,1.0,0.0
360065,FISHER-TITUS HOSPITAL,272 BENEDICT AVENUE,OH,44857,Voluntary non-profit - Private,4.0,0.0,0.0,2.0
360066,MERCY HEALTH-ST RITA'S MEDICAL CENTER,730 WEST MARKET STREET,OH,45801,Voluntary non-profit - Private,4.0,0.0,2.0,1.0
360068,PROMEDICA TOLEDO HOSPITAL,2142 NORTH COVE BOULEVARD,OH,43606,Voluntary non-profit - Private,4.0,2.0,1.0,1.0
36006F,88th Medical Group (Wright-Patterson AFB),88 MDG 4881 Sugar Maple Dr.,OH,45433,Department of Defense,0.0,0.0,0.0,0.0
360070,MERCY MEDICAL CENTER,1320 MERCY DRIVE NW,OH,44708,Voluntary non-profit - Private,2.0,0.0,0.0,0.0
360071,VAN WERT COUNTY HOSPITAL,1250 S WASHINGTON STREET,OH,45891,Voluntary non-profit - Private,5.0,0.0,0.0,1.0
360072,FAIRFIELD MEDICAL CENTER,401 NORTH EWING STREET,OH,43130,Voluntary non-profit - Other,1.0,0.0,0.0,0.0
360075,UH REGIONAL HOSPITALS,13207 RAVENNA ROAD,OH,44024,Proprietary,3.0,0.0,0.0,0.0
360076,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,OH,45005,Voluntary non-profit - Private,4.0,0.0,3.0,0.0
360077,FAIRVIEW HOSPITAL,18101 LORAIN AVENUE,OH,44111,Voluntary non-profit - Private,5.0,1.0,1.0,0.0
360078,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,6847 N CHESTNUT,OH,44266,Voluntary non-profit - Private,4.0,0.0,1.0,1.0
360079,KETTERING HEALTH MAIN CAMPUS,3535 SOUTHERN BOULEVARD,OH,45429,Voluntary non-profit - Church,4.0,0.0,2.0,0.0
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,OH,45428,Veterans Health Administration,3.0,0.0,0.0,1.0
360080,EAST OHIO REGIONAL HOSPITAL,90 NORTH FOURTH STREET,OH,43935,Voluntary non-profit - Other,0.0,0.0,0.0,0.0
360082,EUCLID HOSPITAL,18901 LAKE SHORE BOULEVARD,OH,44119,Voluntary non-profit - Other,4.0,0.0,1.0,0.0
360084,AULTMAN HOSPITAL,2600 SIXTH STREET SW,OH,44710,Voluntary non-profit - Other,4.0,0.0,1.0,0.0
360085,OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,410 WEST 10TH AVENUE,OH,43210,Government - State,4.0,4.0,2.0,0.0
360086,SPRINGFIELD REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,OH,45504,Voluntary non-profit - Private,3.0,0.0,1.0,0.0
360087,LUTHERAN HOSPITAL,1730 WEST 25TH STREET,OH,44113,Voluntary non-profit - Private,3.0,0.0,0.0,1.0
360089,MERCY HEALTH - TIFFIN HOSPITAL,45 ST LAWRENCE DRIVE,OH,44883,Voluntary non-profit - Church,5.0,0.0,0.0,1.0
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,OH,45601,Veterans Health Administration,4.0,0.0,0.0,0.0
360091,MEDINA HOSPITAL,1000 EAST WASHINGTON STREET,OH,44256,Voluntary non-profit - Private,5.0,1.0,1.0,0.0
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,OH,43040,Government - Local,5.0,0.0,0.0,0.0
360095,BLANCHARD VALLEY HOSPITAL,1900 SOUTH MAIN STREET,OH,45840,Voluntary non-profit - Other,4.0,0.0,1.0,3.0
360096,EAST LIVERPOOL CITY HOSPITAL,425 WEST 5TH STREET,OH,43920,Voluntary non-profit - Private,5.0,0.0,0.0,2.0
360098,LAKE HEALTH,7590 AUBURN ROAD,OH,44077,Voluntary non-profit - Private,3.0,0.0,3.0,0.0
360107,BELLEVUE HOSPITAL,1400 WEST MAIN STREET,OH,44811,Voluntary non-profit - Other,2.0,0.0,0.0,0.0
360109,COSHOCTON REGIONAL MEDICAL CENTER,1460 ORANGE STREET,OH,43812,Voluntary non-profit - Private,0.0,0.0,1.0,0.0
360112,MERCY ST VINCENT MEDICAL CENTER,2213 CHERRY STREET,OH,43608,Voluntary non-profit - Church,3.0,0.0,2.0,0.0
360118,OHIOHEALTH MANSFIELD HOSPITAL,335 GLESSNER AVENUE,OH,44903,Voluntary non-profit - Private,3.0,0.0,0.0,1.0
360121,COMMUNITY HOSPITALS AND WELLNESS CENTERS,433 WEST HIGH STREET,OH,43506,Voluntary non-profit - Other,3.0,0.0,0.0,0.0
360123,UH ST JOHN MEDICAL CENTER,29000 CENTER RIDGE ROAD,OH,44145,Voluntary non-profit - Private,5.0,0.0,2.0,1.0
360125,ASHTABULA COUNTY MEDICAL CENTER,2420 LAKE AVENUE,OH,44004,Voluntary non-profit - Private,3.0,0.0,1.0,0.0
360131,ALLIANCE COMMUNITY HOSPITAL,200 EAST STATE STREET,OH,44601,Voluntary non-profit - Private,4.0,0.0,1.0,1.0
360132,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,630 EATON AVENUE,OH,45013,Voluntary non-profit - Private,4.0,0.0,1.0,1.0
360133,KETTERING HEALTH DAYTON,405 GRAND AVENUE,OH,45405,Voluntary non-profit - Other,3.0,0.0,2.0,1.0
360134,GOOD SAMARITAN HOSPITAL,375 DIXMYTH AVENUE,OH,45220,Voluntary non-profit - Private,4.0,1.0,2.0,1.0
360137,UH CLEVELAND MEDICAL CENTER,11100 EUCLID AVENUE,OH,44106,Voluntary non-profit - Private,3.0,0.0,3.0,0.0
360143,MARYMOUNT HOSPITAL,12300 MCCRACKEN ROAD,OH,44125,Voluntary non-profit - Private,5.0,1.0,1.0,1.0
360144,SOUTH POINTE HOSPITAL,20000 HARVARD ROAD,OH,44122,Voluntary non-profit - Other,4.0,1.0,0.0,0.0
360145,UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,630 EAST RIVER STREET,OH,44035,Voluntary non-profit - Private,4.0,0.0,1.0,0.0
360147,MARIETTA MEMORIAL HOSPITAL,401 MATTHEW STREET,OH,45750,Voluntary non-profit - Other,4.0,0.0,1.0,0.0
360148,POMERENE HOSPITAL,981 WOOSTER ROAD,OH,44654,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
360150,SUMMA WESTERN RESERVE HOSPITAL,1900 23RD STREET,OH,44223,Voluntary non-profit - Other,4.0,0.0,1.0,1.0
360152,DOCTORS HOSPITAL,5100 WEST  BROAD STREET,OH,43228,Voluntary non-profit - Church,3.0,0.0,0.0,0.0
360155,SOUTHWEST GENERAL HEALTH CENTER,18697 BAGLEY ROAD,OH,44130,Voluntary non-profit - Private,4.0,1.0,1.0,1.0
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,OH,43420,Voluntary non-profit - Other,3.0,0.0,0.0,2.0
360159,ADENA REGIONAL MEDICAL CENTER,272 HOSPITAL ROAD,OH,45601,Voluntary non-profit - Private,3.0,0.0,2.0,0.0
360161,MH ST JOSEPH WARREN HOSPITAL,667 EASTLAND AVE SE,OH,44484,Voluntary non-profit - Private,3.0,0.0,1.0,0.0
360163,CHRIST HOSPITAL,2139 AUBURN AVENUE,OH,45219,Voluntary non-profit - Private,5.0,1.0,1.0,0.0
360170,BERGER HOSPITAL,600 NORTH PICKAWAY STREET,OH,43113,Government - Local,2.0,0.0,0.0,1.0
360172,MERCY REGIONAL MEDICAL CENTER,3700 KOLBE ROAD,OH,44053,Voluntary non-profit - Private,3.0,0.0,1.0,0.0
360174,UPPER VALLEY MEDICAL CENTER,3130 N DIXIE HIGHWAY,OH,45373,Voluntary non-profit - Private,3.0,0.0,0.0,0.0
360175,CLINTON MEMORIAL HOSPITAL,610 WEST MAIN STREET,OH,45177,Government - Local,2.0,0.0,0.0,1.0
360179,BETHESDA NORTH,10500 MONTGOMERY ROAD,OH,45242,Voluntary non-profit - Church,3.0,0.0,2.0,0.0
360180,CLEVELAND CLINIC,9500 EUCLID AVENUE,OH,44195,Voluntary non-profit - Private,5.0,3.0,2.0,2.0
360185,SALEM REGIONAL MEDICAL CENTER,1995 EAST STATE STREET,OH,44460,Voluntary non-profit - Private,3.0,0.0,0.0,0.0
360189,MADISON HEALTH,210 NORTH MAIN STREET,OH,43140,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
360197,MARY RUTAN HOSPITAL,205 PALMER AVENUE,OH,43311,Voluntary non-profit - Private,4.0,0.0,0.0,0.0
360203,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,1341 NORTH CLARK STREET,OH,43725,Voluntary non-profit - Private,3.0,0.0,0.0,0.0
360210,GRADY MEMORIAL HOSPITAL,561 WEST CENTRAL AVENUE,OH,43015,Voluntary non-profit - Private,4.0,0.0,0.0,0.0
360211,TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,380 SUMMIT AVENUE,OH,43952,Voluntary non-profit - Other,2.0,0.0,2.0,1.0
360218,LICKING MEMORIAL HOSPITAL,1320 WEST MAIN STREET,OH,43055,Voluntary non-profit - Private,3.0,0.0,0.0,0.0
360230,HILLCREST HOSPITAL,6780 MAYFIELD ROAD,OH,44124,Voluntary non-profit - Private,4.0,2.0,3.0,1.0
360234,MERCY HEALTH - WEST HOSPITAL,3300 MERCY HEALTH BLVD,OH,45211,Voluntary non-profit - Private,4.0,1.0,1.0,0.0
360236,MERCY HEALTH - CLERMONT HOSPITAL,3000 HOSPITAL DRIVE,OH,45103,Voluntary non-profit - Church,4.0,0.0,1.0,0.0
360239,KETTERING HEALTH MIAMISBURG,4000 MIAMISBURG-CENTERVILLE ROAD,OH,45342,Voluntary non-profit - Church,3.0,0.0,0.0,0.0
360245,GLENBEIGH HEALTH SOURCES,2863 STATE ROUTE 45,OH,44084,Proprietary,0.0,0.0,1.0,0.0
360259,BAY PARK COMMUNITY HOSPITAL,2801 BAY PARK DRIVE,OH,43616,Voluntary non-profit - Other,3.0,0.0,0.0,0.0
360263,INSTITUTE FOR ORTHOPAEDIC SURGERY,"801 MEDICAL DRIVE, SUITE B",OH,45804,Proprietary,0.0,0.0,0.0,0.0
360266,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,7333 SMITH'S MILL ROAD,OH,43054,Proprietary,0.0,0.0,0.0,1.0
360270,MERCY HEALTH - DEFIANCE HOSPITAL,1404 EAST SECOND STREET,OH,43512,Proprietary,4.0,0.0,0.0,0.0
360276,HMHP ST ELIZABETH BOARDMAN HEALTH CENTER,8401 MARKET STREET,OH,44512,Voluntary non-profit - Church,3.0,0.0,1.0,0.0
360348,DUBLIN METHODIST HOSPITAL,7500 HOSPITAL AVENUE,OH,43016,Voluntary non-profit - Private,3.0,0.0,0.0,0.0
360351,CRYSTAL CLINIC ORTHOPAEDIC CENTER,444 NORTH MAIN STREET,OH,44310,Proprietary,5.0,0.0,1.0,0.0
360352,SURGICAL HOSPITAL AT SOUTHWOODS,7630 SOUTHERN BLVD,OH,44512,Proprietary,5.0,0.0,0.0,0.0
360354,WEST CHESTER HOSPITAL,7700 UNIVERSITY DRIVE,OH,45069,Voluntary non-profit - Private,4.0,0.0,0.0,0.0
360355,OHIO VALLEY SURGICAL HOSPITAL,100 WEST MAIN STREET,OH,45502,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
360358,DILEY RIDGE MEDICAL CENTER,7911 DILEY ROAD,OH,43110,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
360359,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,3999 RICHMOND ROAD,OH,44122,Voluntary non-profit - Private,4.0,0.0,2.0,0.0
360360,SOIN MEDICAL CENTER,3535 PENTAGON PARK BLVD,OH,45431,Voluntary non-profit - Private,3.0,0.0,1.0,0.0
360361,KINGS DAUGHTERS MEDICAL CENTER OHIO,1901 ARGONNE ROAD,OH,45662,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
360364,CLEVELAND CLINIC AVON HOSPITAL,33300 CLEVELAND CLINIC BLVD,OH,44011,Voluntary non-profit - Private,5.0,1.0,2.0,0.0
360365,AVITA ONTARIO,715 RICHLAND MALL,OH,44906,Voluntary non-profit - Private,4.0,0.0,0.0,0.0
360367,LAKE HEALTH BEACHWOOD MEDICAL CENTER,25501 CHAGRIN BOULEVARD,OH,44122,Proprietary,0.0,0.0,0.0,0.0
360368,KETTERING HEALTH TROY,600 WEST MAIN STREET,OH,45373,Voluntary non-profit - Private,4.0,0.0,0.0,0.0
360374,MERCY HEALTH KINGS MILLS HOSPITAL LLC,5440 KINGS ISLAND DRIVE,OH,45040,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361300,PAULDING COUNTY HOSPITAL,1035 WEST WAYNE ST.,OH,45879,Government - Local,0.0,0.0,0.0,0.0
361302,TWIN CITY MEDICAL CENTER,819 NORTH FIRST STREET,OH,44621,Voluntary non-profit - Church,0.0,0.0,0.0,0.0
361303,LODI COMMUNITY HOSPITAL,225 ELYRIA STREET,OH,44254,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361304,GREENFIELD AREA MEDICAL CENTER,550 MIRABEAU STREET,OH,45123,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361306,MERCY ALLEN HOSPITAL,200 WEST LORAIN STREET,OH,44074,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361307,UHHS MEMORIAL HOSPITAL OF GENEVA,870 WEST MAIN STREET,OH,44041,Voluntary non-profit - Private,4.0,0.0,0.0,0.0
361308,UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER,158 WEST MAIN ROAD,OH,44030,Voluntary non-profit - Other,0.0,0.0,0.0,0.0
361309,"HENRY COUNTY HOSPITAL, INC",1600 EAST RIVERVIEW AVENUE,OH,43545,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361310,MERCY HEALTH - WILLARD HOSPITAL,1100 NEAL ZICK ROAD,OH,44890,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361311,HARRISON COMMUNITY HOSPITAL,951 EAST MARKET STREET,OH,43907,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361312,MERCY HEALTH - URBANA HOSPITAL,904 SCIOTO STREET,OH,43078,Voluntary non-profit - Private,5.0,0.0,0.0,0.0
361313,MORROW COUNTY HOSPITAL,651 WEST MARION ROAD,OH,43338,Government - Local,0.0,0.0,0.0,0.0
361314,MAGRUDER HOSPITAL,615 FULTON ST,OH,43452,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361315,HARDIN MEMORIAL HOSPITAL,921 EAST FRANKLIN STREET,OH,43326,Voluntary non-profit - Private,3.0,0.0,0.0,0.0
361316,BUCYRUS COMMUNITY HOSPITAL,629 NORTH SANDUSKY AVENUE,OH,44820,Voluntary non-profit - Other,0.0,0.0,0.0,1.0
361318,FOSTORIA COMMUNITY HOSPITAL,501 VAN BUREN STREET,OH,44830,Voluntary non-profit - Private,0.0,0.0,0.0,1.0
361319,SELBY GENERAL HOSPITAL,1106 COLEGATE DRIVE,OH,45750,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361320,HOLZER MEDICAL CENTER JACKSON,500 BURLINGTON ROAD,OH,45640,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361321,"BARNESVILLE HOSPITAL ASSOCIATION, INC",639 WEST MAIN STREET,OH,43713,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361322,BLUFFTON HOSPITAL,139 GARAU STREET,OH,45817,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361323,AULTMAN ORRVILLE HOSPITAL,832 SOUTH MAIN STREET,OH,44667,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361324,OHIOHEALTH SHELBY HOSPITAL,199 WEST MAIN STREET,OH,44875,Voluntary non-profit - Private,0.0,0.0,0.0,1.0
361325,GALION COMMUNITY HOSPITAL,269 PORTLAND WAY SOUTH,OH,44833,Voluntary non-profit - Church,3.0,0.0,0.0,0.0
361326,ADAMS COUNTY REGIONAL MEDICAL CENTER,230 MEDICAL CENTER DRIVE,OH,45679,Government - Local,2.0,0.0,0.0,0.0
361327,COMMUNITY HOSPITALS AND WELLNESS CENTERS,909 EAST SNYDER AVENUE,OH,43543,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361328,PROMEDICA DEFIANCE REGIONAL HOSPITAL,1200 RALSTON AVENUE,OH,43512,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361329,WYANDOT MEMORIAL HOSPITAL,885 NORTH SANDUSKY AVENUE,OH,43351,Government - Hospital District or Authority,0.0,0.0,0.0,0.0
361330,HOCKING VALLEY COMMUNITY HOSPITAL,601 STATE ROUTE 664N,OH,43138,Voluntary non-profit - Other,0.0,0.0,0.0,1.0
361331,ADENA FAYETTE MEDICAL CENTER,1430 COLUMBUS AVENUE,OH,43160,Government - Local,0.0,0.0,0.0,0.0
361332,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,OH,45133,Government - Hospital District or Authority,2.0,0.0,0.0,0.0
361333,FULTON COUNTY HEALTH CENTER,725 SOUTH SHOOP AVENUE,OH,43567,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
361334,ADENA PIKE MEDICAL CENTER,100 DAWN LANE,OH,45690,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
363300,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,3333 BURNET AVENUE,OH,45229,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
363302,RAINBOW BABIES AND CHILDRENS HOSPITAL,11100 EUCLID AVENUE,OH,44106,Voluntary non-profit - Other,0.0,0.0,0.0,0.0
363303,AKRON CHILDREN'S HOSPITAL,1 PERKINS SQUARE,OH,44308,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
363304,CLEVELAND CLINIC CHILDREN'S HOSPITAL FOR REHAB,"2801 MARTIN LUTHER KING, JR DRIVE",OH,44104,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
363305,NATIONWIDE CHILDREN'S HOSPITAL,700 CHILDREN'S DRIVE,OH,43205,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
363306,DAYTON CHILDRENS HOSPITAL,1 CHILDRENS PLZ,OH,45404,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
363308,SHRINERS HOSPITALS FOR CHILDREN,"1 CHILDREN'S PLAZA, 2 WEST",OH,45404,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
363309,"NATIONWIDE CHILDREN'S HOSPITAL TOLEDO, LLC",2213 CHERRY STREET,OH,43608,Voluntary non-profit - Private,0.0,0.0,0.0,0.0
364007,TWIN VALLEY BEHAVIORAL HEALTHCARE,2200 WEST BROAD STREET,OH,43223,Government - Local,0.0,0.0,0.0,0.0
364011,NORTHCOAST BEHAVIORAL HEALTHCARE NORTHFIELD CAMPUS,1756 SAGAMORE ROAD,OH,44067,Government - State,0.0,0.0,0.0,0.0
364014,NORTHWEST OHIO PSYCHIATRIC HOSPITAL,930 SOUTH DETROIT AVENUE,OH,43614,Government - State,0.0,0.0,0.0,0.0
364015,APPALACHIAN BEHAVIORAL HEALTH CARE,100 HOSPITAL DRIVE,OH,45701,Proprietary,0.0,0.0,0.0,0.0
