facility_id,facility_name,address,city/town,state,zip_code,county/parish,cehrt_id,meets_criteria_for_promoting_interoperability_of_ehrs,start_date,end_date
131325,BINGHAM MEMORIAL HOSPITAL,98 POPLAR STREET,BLACKFOOT,ID,83221,BINGHAM,,,2023-01-01,2023-12-31
131326,CASSIA REGIONAL HOSPITAL,1501 HILAND AVENUE,BURLEY,ID,83318,CASSIA,0015C2UKB5PSX9J,True,2023-01-01,2023-12-31
131327,GRITMAN MEDICAL CENTER,700 SOUTH MAIN STREET,MOSCOW,ID,83843,LATAH,0015CG91R3XQ5T3,True,2023-01-01,2023-12-31
131328,BONNER GENERAL HOSPITAL,520 NORTH THIRD AVENUE,SANDPOINT,ID,83864,BONNER,0015CJU6HNH7SZ0,True,2023-01-01,2023-12-31
140001,GRAHAM HOSPITAL ASSOCIATION,210 WEST WALNUT STREET,CANTON,IL,61520,FULTON,0015CVB7ZPA5WXX,True,2023-01-01,2023-12-31
140002,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,ALTON,IL,62002,MADISON,0015CSR29YY8MT4,True,2023-01-01,2023-12-31
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,333 N MADISON ST,JOLIET,IL,60435,WILL,0015C9AJN70CCV5,True,2023-01-01,2023-12-31
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,IL,60160,COOK,0015CZA15ZHE6JJ,True,2023-01-01,2023-12-31
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,2650 RIDGE AVE,EVANSTON,IL,60201,COOK,0015CTG5AGX4QGH,True,2023-01-01,2023-12-31
140011,HERRIN HOSPITAL,201 S 14TH ST,HERRIN,IL,62948,WILLIAMSON,0015C6CMZ6GZP4N,True,2023-01-01,2023-12-31
140012,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,DIXON,IL,61021,LEE,0015C653E6J0GQN,True,2023-01-01,2023-12-31
140013,PROCTOR HOSPITAL,5409 N KNOXVILLE AVE,PEORIA,IL,61354,LA SALLE,0015CZ59RNP70MV,True,2023-01-01,2023-12-31
140015,BLESSING HOSPITAL,1005 BROADWAY ST,QUINCY,IL,62301,ADAMS,0015CW4VMW3NMY3,True,2023-01-01,2023-12-31
140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,COOK,0015CYU3MJ6VH48,True,2023-01-01,2023-12-31
140029,COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,IL,60504,KANE,0015CEN83C8N3JM,True,2023-01-01,2023-12-31
140030,ADVOCATE SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,KANE,0015C4H2WUK0S3A,True,2023-01-01,2023-12-31
140032,ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,EFFINGHAM,IL,62401,EFFINGHAM,0015CR6SSM3WFY2,True,2023-01-01,2023-12-31
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,MARION,0015CVV5PFX9JXM,True,2023-01-01,2023-12-31
140043,CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081,WHITESIDE,,,2023-01-01,2023-12-31
140046,GOOD SAMARITAN REGIONAL HLTH CENTER,1 GOOD SAMARITAN WAY,MOUNT VERNON,IL,62864,JEFFERSON,0015CVV5PFX9JXM,True,2023-01-01,2023-12-31
140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,COOK,0015C4H2WUK0S3A,True,2023-01-01,2023-12-31
140049,WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,OAK PARK,IL,60302,COOK,0015C5LFV335W0K,True,2023-01-01,2023-12-31
140052,OSF SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MADISON,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
140053,ST JOHNS HOSPITAL,800 E CARPENTER ST,SPRINGFIELD,IL,62769,SANGAMON,0015CR6SSM3WFY2,True,2023-01-01,2023-12-31
140054,MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,COOK,0015CZA15ZHE6JJ,True,2023-01-01,2023-12-31
140059,JERSEY COMMUNITY HOSPITAL,400 MAPLE SUMMIT ROAD,JERSEYVILLE,IL,62052,JERSEY,0015CFG3Q10HY2V,True,2023-01-01,2023-12-31
140062,PALOS COMMUNITY HOSPITAL,12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,IL,60463,COOK,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140063,RUSH OAK PARK HOSPITAL,520 S MAPLE AVE,OAK PARK,IL,60304,COOK,0015CEN83C8N3JM,True,2023-01-01,2023-12-31
140064,ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,GALESBURG,IL,61401,KNOX,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 S WILLOW SPRINGS RD,LA GRANGE,IL,60525,COOK,0015C6KNL4KA1RT,True,2023-01-01,2023-12-31
140067,SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,PEORIA,IL,61637,PEORIA,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
140068,ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,CHICAGO,IL,60628,COOK,0015C7Y6218Z80J,True,2023-01-01,2023-12-31
140077,TOUCHETTE REGIONAL HOSPITAL INC,5900 BOND AVENUE,CENTREVILLE,IL,62207,ST. CLAIR,,,2023-01-01,2023-12-31
140080,PRESENCE SAINT FRANCIS HOSPITAL,355 RIDGE AVE,EVANSTON,IL,60202,COOK,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,COOK,0015C5LFV335W0K,True,2023-01-01,2023-12-31
140083,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,60644,COOK,0015CYE7SGR2H8L,True,2023-01-01,2023-12-31
140084,VISTA MEDICAL CENTER EAST,1324 NORTH SHERIDAN ROAD,WAUKEGAN,IL,60085,LAKE,0015CFQ73M03CVV,True,2023-01-01,2023-12-31
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,COOK,0015C97XDZ8XB5U,True,2023-01-01,2023-12-31
140089,MC DONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET,MACOMB,IL,61455,MC DONOUGH,0015CN9A2lCQ8V2,True,2023-01-01,2023-12-31
140091,CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,CHAMPAIGN,0015CDT3FT5GEH8,True,2023-01-01,2023-12-31
140093,OSF SACRED HEART MEDICAL CENTER,812 N LOGAN AVE,DANVILLE,IL,61832,VERMILION,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,COOK,,,2023-01-01,2023-12-31
140100,"MIDWESTERN REGION MED CENTER, INC",2520 ELISHA AVENUE,ZION,IL,60099,LAKE,,,2023-01-01,2023-12-31
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,MORRIS,IL,60450,GRUNDY,0015CQ9E8MT8J33,True,2023-01-01,2023-12-31
140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,COOK,0015C8BRA5MKS35,True,2023-01-01,2023-12-31
140110,OSF SAINT ELIZABETH MDL CTR,1100 E NORRIS DRIVE,OTTAWA,IL,61350,LA SALLE,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
140113,OSF HEART OF MARY MEDICAL CENTER,1400 WEST PARK AVENUE,URBANA,IL,61801,CHAMPAIGN,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
140114,SWEDISH HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,COOK,0015CTG5AGX4QGH,True,2023-01-01,2023-12-31
140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,COOK,0015CUF1KJG0CWV,True,2023-01-01,2023-12-31
140116,NORTHWESTERN MEDICINE MCHENRY,4201 MEDICAL CENTER DRIVE,MCHENRY,IL,60050,MC HENRY,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140117,AMITA HEALTH RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,COOK,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,COOK,0015CEN83C8N3JM,True,2023-01-01,2023-12-31
140120,PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,PEKIN,IL,61554,TAZEWELL,0015CZ59RNP70MV,True,2023-01-01,2023-12-31
140122,ADVENTIST HINSDALE HOSPITAL,120 NORTH OAK ST,HINSDALE,IL,60521,DU PAGE,0015C6KNL4KA1RT,True,2023-01-01,2023-12-31
140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,COOK,0015C6ACW1ZNX8F,True,2023-01-01,2023-12-31
140125,GATEWAY REGIONAL MEDICAL CENTER,2100 MADISON AVENUE,GRANITE CITY,IL,62040,MADISON,0015C8CHE73ABS5,True,2023-01-01,2023-12-31
140127,CARLE BROMENN MEDICAL CENTER,1304 FRANKLIN AVENUE,NORMAL,IL,61761,MC LEAN,0015CDT3FT5GEH8,True,2023-01-01,2023-12-31
140130,NORTHWESTERN LAKE FOREST HOSPITAL,1000 N WESTMORELAND ROAD,LAKE FOREST,IL,60045,LAKE,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,COOK,0015CGF55CJ3CLM,True,2023-01-01,2023-12-31
140135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,DECATUR,IL,62526,MACON,0015CUW9JS131YW,,2023-01-01,2023-12-31
140137,HSHS HOLY FAMILY HOSPITAL INC,200 HEALTH CARE DR,GREENVILLE,IL,62246,BOND,0015CR6SSM3WFY2,True,2023-01-01,2023-12-31
140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,BREESE,IL,62230,CLINTON,0015CR6SSM3WFY2,True,2023-01-01,2023-12-31
140148,MEMORIAL MEDICAL CENTER,701 N FIRST ST,SPRINGFIELD,IL,62702,SANGAMON,0015CUW9JS131YW,True,2023-01-01,2023-12-31
140150,UNIVERSITY OF ILLINOIS HOSPITAL AND CLINICS,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,0015CW3NXQ9AG42,True,2023-01-01,2023-12-31
140155,PRESENCE ST MARYS HOSPITAL,500 W COURT ST,KANKAKEE,IL,60901,KANKAKEE,0015C9AJN70CCV5,True,2023-01-01,2023-12-31
140158,INSIGHT HOSPITAL AND MEDICAL CENTER CHICAGO,2525 S MICHIGAN AVE,CHICAGO,IL,60616,COOK,,,2023-01-01,2023-12-31
140160,FHN MEMORIAL HOSPITAL,1045 WEST STEPHENSON STREET,FREEPORT,IL,61032,STEPHENSON,0015CZY74JP3B2R,True,2023-01-01,2023-12-31
140161,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,LIVINGSTON,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
140162,ST JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,61701,MC LEAN,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62901,JACKSON,0015C6CMZ6GZP4N,True,2023-01-01,2023-12-31
140166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,62521,MACON,0015CR6SSM3WFY2,True,2023-01-01,2023-12-31
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,0015CZ2M9JVP8MZ,True,2023-01-01,2023-12-31
140174,PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,AURORA,IL,60506,KANE,0015C9AJN70CCV5,True,2023-01-01,2023-12-31
140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,COOK,,,2023-01-01,2023-12-31
140179,OSF LITTLE COMPANY OF MARY MEDICAL CENTER,2800 W 95TH ST,EVERGREEN PARK,IL,60805,COOK,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,2233 W DIVISION ST,CHICAGO,IL,60622,COOK,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,COOK,0015CJN3GDZ9GJE,True,2023-01-01,2023-12-31
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,COOK,0015C4H2WUK0S3A,True,2023-01-01,2023-12-31
140184,HEARTLAND REGIONAL MEDICAL CENTER,3333 W DEYOUNG,MARION,IL,62959,WILLIAMSON,0015C8CHE73ABS5,True,2023-01-01,2023-12-31
140185,MEMORIAL HOSPITAL,4500 MEMORIAL DRIVE,BELLEVILLE,IL,62226,ST. CLAIR,0015CSR29YY8MT4,True,2023-01-01,2023-12-31
140186,RIVERSIDE MEDICAL CENTER,350 N WALL ST,KANKAKEE,IL,60901,KANKAKEE,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140187,HSHS ST ELIZABETH'S HOSPITAL,ONE ST ELIZABETH BOULEVARD,O FALLON,IL,62269,ST. CLAIR,0015CR6SSM3WFY2,True,2023-01-01,2023-12-31
140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,IL,61938,COLES,0015CQC4AND9RQT,True,2023-01-01,2023-12-31
140191,INGALLS MEMORIAL HOSPITAL,1 INGALLS DRIVE,HARVEY,IL,60426,COOK,0015C97XDZ8XB5U,True,2023-01-01,2023-12-31
140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,CHICAGO,IL,60640,COOK,0015C2VTR98YY71,True,2023-01-01,2023-12-31
140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,DU PAGE,0015CRT7Y4XJX42,True,2023-01-01,2023-12-31
140202,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,LAKE,0015C4H2WUK0S3A,True,2023-01-01,2023-12-31
140206,HUMBOLDT PARK HEALTH,1044 N FRANCISCO AVE,CHICAGO,IL,60622,COOK,0015C4905HE7W52,True,2023-01-01,2023-12-31
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,COOK,0015C4H2WUK0S3A,True,2023-01-01,2023-12-31
140209,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61636,PEORIA,0015CZ59RNP70MV,True,2023-01-01,2023-12-31
140210,HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR,HARRISBURG,IL,62946,SALINE,0015C6CMZ6GZP4N,True,2023-01-01,2023-12-31
140211,NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL,300 RANDALL RD,GENEVA,IL,60134,KANE,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,WILL,0015CKE3JW3WZJ3,True,2023-01-01,2023-12-31
140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,77 N AIRLITE STREET,ELGIN,IL,60123,KANE,0015C9AJN70CCV5,True,2023-01-01,2023-12-31
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,COOK,0015C4H2WUK0S3A,True,2023-01-01,2023-12-31
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,COOK,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140228,UW HEALTH,1401 EAST STATE STREET,ROCKFORD,IL,61104,WINNEBAGO,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,60540,DU PAGE,0015CRT7Y4XJX42,True,2023-01-01,2023-12-31
140233,SAINT ANTHONY MEDICAL CENTER,5666 EAST STATE STREET,ROCKFORD,IL,61108,WINNEBAGO,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
140239,JAVON BEA HOSPITAL,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,WINNEBAGO,0015CMF2FYX4J3H,True,2023-01-01,2023-12-31
140242,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,25 NORTH WINFIELD ROAD,WINFIELD,IL,60190,DU PAGE,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140251,COMMUNITY FIRST MEDICAL CENTER,5645 W ADDISON STREET,CHICAGO,IL,60634,COOK,,,2023-01-01,2023-12-31
140252,NORTHWEST COMMUNITY HOSPITAL 1,800 W CENTRAL ROAD,ARLINGTON HEIGHTS,IL,60005,COOK,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,800 BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,COOK,0015C6KNL4KA1RT,True,2023-01-01,2023-12-31
140275,GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,801 ILLINI DR,SILVIS,IL,61282,ROCK ISLAND,0015CFR5DB8JFH2,True,2023-01-01,2023-12-31
140276,LOYOLA UNIVERSITY MEDICAL CENTER,2160 S 1ST AVENUE,MAYWOOD,IL,60153,COOK,0015CZA15ZHE6JJ,True,2023-01-01,2023-12-31
140280,TRINITY ROCK ISLAND,2701 17TH ST,ROCK ISLAND,IL,61201,ROCK ISLAND,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,COOK,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140286,NORTHWESTERN MEDICINE KISHWAUKEE HOSPITAL,ONE  KISH HOSPITAL DRIVE,DEKALB,IL,60115,DE KALB,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,60515,DU PAGE,0015C4H2WUK0S3A,True,2023-01-01,2023-12-31
140289,ANDERSON HOSPITAL,6800 STATE ROUTE 162,MARYVILLE,IL,62062,MADISON,0015CKE1BFB9T2P,True,2023-01-01,2023-12-31
140290,ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,60169,COOK,0015C6KNL4KA1RT,True,2023-01-01,2023-12-31
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,BARRINGTON,IL,60010,LAKE,0015C4H2WUK0S3A,True,2023-01-01,2023-12-31
140292,UCHICAGO MEDICINE ADVENTHEALTH GLENOAKS,701 WINTHROP AVENUE,GLENDALE HEIGHTS,IL,60139,DU PAGE,0015C6KNL4KA1RT,True,2023-01-01,2023-12-31
140294,DEACONESS ILLINOIS CROSSROADS,8 DOCTORS PARK RD,MOUNT VERNON,IL,62864,JEFFERSON,0015C8CHE73ABS5,True,2023-01-01,2023-12-31
140300,PROVIDENT HOSPITAL OF CHICAGO,500 E 51ST ST,CHICAGO,IL,60615,COOK,0015C6ACW1ZNX8F,True,2023-01-01,2023-12-31
140304,UCHICAGO MEDICINE ADVENTHEALTH BOLINGBROOK,500 REMINGTON BOULEVARD,BOLINGBROOK,IL,60440,WILL,0015C6KNL4KA1RT,True,2023-01-01,2023-12-31
140308,MERCYHEALTH HOSPITAL & PHYSICIAN CLINIC-CRYSTAL LA,875 S ROUTE 31,CRYSTAL LAKE,IL,60014,MC HENRY,,,2023-01-01,2023-12-31
140310,"RUSH SPECIALTY HOSPITAL, LLC",516 S LOOMIS ST,CHICAGO,IL,60607,COOK,,,2023-01-01,2023-12-31
141300,THOMAS H BOYD MEMORIAL HOSPITAL,800 SCHOOL ST,CARROLLTON,IL,62016,GREENE,0015CFG3Q10HY2V,True,2023-01-01,2023-12-31
141301,KIRBY MEDICAL CENTER,1000 MEDICAL CENTER DRIVE,MONTICELLO,IL,61856,PIATT,,,2023-01-01,2023-12-31
141302,MIDWEST MEDICAL CENTER,1 MEDICAL CENTER DRIVE,GALENA,IL,61036,JO DAVIESS,0015CDA13YNK8F1,True,2023-01-01,2023-12-31
141303,WARNER HOSPITAL AND HEALTH SERVICES,422 W WHITE ST,CLINTON,IL,61727,DE WITT,0015CZX0735NK9K,True,2023-01-01,2023-12-31
141304,"GENESIS MEDICAL CENTER, ALEDO",409 NW 9TH AVENUE,ALEDO,IL,61231,MERCER,0015CFR5DB8JFH2,True,2023-01-01,2023-12-31
141305,MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,CARTHAGE,IL,62321,HANCOCK,0015CWW3R0FPD02,True,2023-01-01,2023-12-31
141306,COMMUNITY HOSPITAL OF STAUNTON,400 N CALDWELL ST,STAUNTON,IL,62088,MACOUPIN,0015CKE1BFB9T2P,True,2023-01-01,2023-12-31
141307,PINCKNEYVILLE COMMUNITY HOSPITAL,5383 STATE ROUTE 154,PINCKNEYVILLE,IL,62274,PERRY,0015C8E12SHK8B8,,2023-01-01,2023-12-31
141308,WASHINGTON COUNTY HOSPITAL,705 S GRAND AVE,NASHVILLE,IL,62263,WASHINGTON,0015CAT64R4633W,True,2023-01-01,2023-12-31
141309,CARLE EUREKA  HOSPITAL,101 S MAJOR ST,EUREKA,IL,61530,WOODFORD,0015CDT3FT5GEH8,True,2023-01-01,2023-12-31
141310,OSF SAINT PAUL MEDICAL CENTER,1401 E 12TH STREET,MENDOTA,IL,61342,LA SALLE,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
141311,FAIRFIELD MEMORIAL HOSPITAL 1,303 N W 11TH STREET,FAIRFIELD,IL,62837,WAYNE,0015CD30BJE5K3L,True,2023-01-01,2023-12-31
141312,ROCHELLE COMMUNITY HOSPITAL,900 N 2ND ST,ROCHELLE,IL,61068,OGLE,0015CNP00BSM8JJ,True,2023-01-01,2023-12-31
141313,MASON DISTRICT HOSPITAL,"615 NORTH PROMENADE STREET,P O BOX 530",HAVANA,IL,62644,MASON,0015C7ZEJ6BU1C3,,2023-01-01,2023-12-31
141315,ILLINI COMMUNITY HOSPITAL,640 W WASHINGTON,PITTSFIELD,IL,62363,PIKE,0015CW4VMW3NMY3,,2023-01-01,2023-12-31
141316,CARLE HOOPESTON REGIONAL HEALTH CENTER,701 EAST ORANGE STREET,HOOPESTON,IL,60942,VERMILION,0015CDT3FT5GEH8,True,2023-01-01,2023-12-31
141317,GIBSON COMMUNITY HOSPITAL,1120 N MELVIN STREET,GIBSON CITY,IL,60936,FORD,0015CFG3Q10HY2V,True,2023-01-01,2023-12-31
141318,OSF HOLY FAMILY MEDICAL CENTER,1000 W HARLEM AVENUE,MONMOUTH,IL,61462,WARREN,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
141319,HAMMOND HENRY HOSPITAL,600 N COLLEGE AVENUE,GENESEO,IL,61254,HENRY,0015CDR9VB4KSE5,True,2023-01-01,2023-12-31
141320,PARIS COMMUNITY HOSPITAL,721 E COURT STREET,PARIS,IL,61944,EDGAR,0015CT0PPT32RH0,True,2023-01-01,2023-12-31
141321,FRANKLIN HOSPITAL,201 BAILEY LANE,BENTON,IL,62812,FRANKLIN,,,2023-01-01,2023-12-31
141322,ABRAHAM LINCOLN MEMORIAL HOSPITAL,200 STAHLHUT DRIVE,LINCOLN,IL,62656,LOGAN,0015CFG3Q10HY2V,,2023-01-01,2023-12-31
141323,MASSAC MEMORIAL HOSPITAL,"28 CHICK STREET, PO BOX 850",METROPOLIS,IL,62960,MASSAC,0015C6KS0890YHY,True,2023-01-01,2023-12-31
141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,1201 PINE STREET,ELDORADO,IL,62930,SALINE,0015CDN5L8FET1F,True,2023-01-01,2023-12-31
141325,OSF SAINT LUKE MEDICAL CENTER,1051 WEST SOUTH STREET,KEWANEE,IL,61443,HENRY,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
141326,HAMILTON MEMORIAL HOSPITAL,611 S MARSHALL AVENUE,MCLEANSBORO,IL,62859,HAMILTON,0015CAT64R4633W,True,2023-01-01,2023-12-31
141327,WABASH GENERAL HOSPITAL 1,1418 COLLEGE DRIVE,MOUNT CARMEL,IL,62863,WABASH,,,2023-01-01,2023-12-31
141328,HARDIN COUNTY GENERAL HOSPITAL & CLINIC,FERRELL ROAD,ROSICLARE,IL,62982,HARDIN,0015CDU43U1CS4M,True,2023-01-01,2023-12-31
141329,MORRISON COMMUNITY HOSPITAL,303 N JACKSON STREET,MORRISON,IL,61270,WHITESIDE,,,2023-01-01,2023-12-31
141330,HOPEDALE HOSPITAL,107 TREMONT STREET,HOPEDALE,IL,61747,TAZEWELL,,,2023-01-01,2023-12-31
141331,MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,DU QUOIN,IL,62832,PERRY,0015CC6EE361UK8,True,2023-01-01,2023-12-31
141332,HILLSBORO AREA HOSPITAL,1200 E TREMONT STREET,HILLSBORO,IL,62049,MONTGOMERY,0015CP587BP0W9H,True,2023-01-01,2023-12-31
141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,238 SOUTH CONGRESS STREET,RUSHVILLE,IL,62681,SCHUYLER,,,2023-01-01,2023-12-31
141334,ST JOSEPH MEMORIAL HOSPITAL,2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,62966,JACKSON,0015C6CMZ6GZP4N,True,2023-01-01,2023-12-31
141335,MERCY HARVARD HOSPITAL,901 S GRANT STREET,HARVARD,IL,60033,MC HENRY,0015CMF2FYX4J3H,True,2023-01-01,2023-12-31
141336,ST JOSEPH'S HOSPITAL,12866 TROXLER AVENUE,HIGHLAND,IL,62249,MADISON,0015CR6SSM3WFY2,True,2023-01-01,2023-12-31
141337,OSF SAINT CLARE MEDICAL CENTER,530 PARK AVENUE EAST,PRINCETON,IL,61356,BUREAU,0015CHL24QZ8GAF,True,2023-01-01,2023-12-31
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,RANDOLPH,0015C80E18RAW4X,True,2023-01-01,2023-12-31
141339,TAYLORVILLE MEMORIAL HOSPITAL,201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,CHRISTIAN,0015CFG3Q10HY2V,True,2023-01-01,2023-12-31
141340,VALLEY WEST COMMUNITY HOSPITAL,1301 NORTH MAIN STREET,SANDWICH,IL,60548,DE KALB,0015CWW3R9FPD02,True,2023-01-01,2023-12-31
141341,PANA COMMUNITY HOSPITAL,101 E NINTH STREET,PANA,IL,62557,CHRISTIAN,0015C4DPR23A8VK,True,2023-01-01,2023-12-31
